,case_id,st_cd,naics_code_description,case_violtn_cnt,findings_start_date,findings_end_date,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,ld_dt,start_year,end_year,start_month_int,end_month_int,start_quarter,end_quarter,ld_dt_object,ld_dt_year,ld_dt_month,ld_dt_quarter,total_employment
277126,1799687,FL,Farm Labor Contractors and Crew Leaders,66,7/25/2016,9/11/2016,66,19482.74,57,4230.0,2018-12-18 00:17:42 EST,2016,2016,7,9,SEP,SEP,2018-12-18 00:17:42,2018,12,DEC,78
277142,1813053,FL,Orange Groves,1,11/1/2016,2/22/2017,1,0.0,0,0.0,2017-07-18 02:09:32 EDT,2016,2017,11,2,DEC,MAR,2017-07-18 02:09:32,2017,7,SEP,82
277143,1813055,FL,Orange Groves,2,11/1/2016,4/11/2017,2,0.0,0,0.0,2017-07-18 02:09:32 EDT,2016,2017,11,4,DEC,JUN,2017-07-18 02:09:32,2017,7,SEP,82
277167,1823600,NY,Apple Orchards,1,8/22/2015,8/21/2017,1,0.0,0,0.0,2017-11-06 11:04:32 EST,2015,2017,8,8,SEP,SEP,2017-11-06 11:04:32,2017,11,DEC,84
277184,1820743,NJ,Other Noncitrus Fruit Farming,2,5/5/2015,5/4/2017,2,0.0,0,497.4,2017-11-06 11:04:32 EST,2015,2017,5,5,JUN,JUN,2017-11-06 11:04:32,2017,11,DEC,37
277327,1763153,NE,Farm Machinery and Equipment Manufacturing,33,4/1/2014,10/15/2015,33,73987.62,0,61600.0,2018-12-18 00:17:42 EST,2014,2015,4,10,JUN,DEC,2018-12-18 00:17:42,2018,12,DEC,9
277360,1794189,OK,All Other Miscellaneous Crop Farming,3,7/1/2014,6/30/2016,3,25.76,1,2100.0,2018-03-24 02:13:06 EDT,2014,2016,7,6,SEP,JUN,2018-03-24 02:13:06,2018,3,MAR,16
277371,1790986,TX,Apiculture,2,5/10/2014,4/30/2016,2,0.0,0,1957.2,2018-03-24 02:13:06 EDT,2014,2016,5,4,JUN,JUN,2018-03-24 02:13:06,2018,3,MAR,132
277383,1792737,AR,Oilseed and Grain Farming,9,6/28/2014,6/27/2016,7,36.76,1,2944.8,2018-03-24 02:13:06 EDT,2014,2016,6,6,JUN,JUN,2018-03-24 02:13:06,2018,3,MAR,16
277399,1815501,KS,Wheat Farming,6,4/5/2015,4/1/2017,5,0.0,0,4200.0,2018-03-24 02:13:06 EDT,2015,2017,4,4,JUN,JUN,2018-03-24 02:13:06,2018,3,MAR,23
277466,1644954,AZ,Farm Labor Contractors and Crew Leaders,88,11/1/2010,2/15/2012,87,35982.18,40,26100.0,2015-02-20 01:00:06 EST,2010,2012,11,2,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,24
277575,1823616,NY,Apple Orchards,1,6/29/2015,6/25/2017,1,0.0,0,0.0,2017-11-06 11:04:32 EST,2015,2017,6,6,JUN,JUN,2017-11-06 11:04:32,2017,11,DEC,84
277617,1826254,KY,Tobacco Farming,2,3/1/2015,9/14/2017,2,0.0,0,0.0,2017-11-06 11:04:32 EST,2015,2017,3,9,MAR,SEP,2017-11-06 11:04:32,2017,11,DEC,14
277618,1826258,KY,Vegetable and Melon Farming,3,7/13/2015,7/13/2017,3,0.0,0,0.0,2017-11-06 11:04:32 EST,2015,2017,7,7,SEP,SEP,2017-11-06 11:04:32,2017,11,DEC,14
277736,1759365,PA,Vegetable and Melon Farming,42,12/3/2013,11/24/2015,41,3922.78,9,6000.0,2017-07-18 02:09:31 EDT,2013,2015,12,11,DEC,DEC,2017-07-18 02:09:31,2017,7,SEP,62
277766,1793433,MI,Nursery and Floriculture Production,9,4/1/2015,6/26/2016,8,8349.85,3,12434.5,2017-07-18 02:09:31 EDT,2015,2016,4,6,JUN,JUN,2017-07-18 02:09:31,2017,7,SEP,36
277945,1824837,CA,Strawberry Farming,4,2/6/2017,12/6/2017,4,0.0,0,22034.5,2020-01-27 11:37:34 EST,2017,2017,2,12,MAR,DEC,2020-01-27 11:37:34,2020,1,MAR,121
277946,1825003,CA,Other Noncitrus Fruit Farming,2,5/15/2017,10/7/2017,2,0.0,0,1015.2,2020-01-27 11:37:34 EST,2017,2017,5,10,JUN,DEC,2020-01-27 11:37:34,2020,1,MAR,121
277995,1835340,MS,Potato Farming,76,10/17/2015,10/13/2017,76,7468.39,70,5157.6,2020-01-27 11:37:34 EST,2015,2017,10,10,DEC,DEC,2020-01-27 11:37:34,2020,1,MAR,14
278004,1860565,AR,Soybean Farming,12,12/29/2016,12/28/2018,11,289.71,3,11451.0,2020-01-27 11:37:35 EST,2016,2018,12,12,DEC,DEC,2020-01-27 11:37:35,2020,1,MAR,12
278029,1885393,OR,Other Noncitrus Fruit Farming,1,4/5/2019,6/19/2019,1,0.0,0,0.0,2020-01-27 11:37:40 EST,2019,2019,4,6,JUN,JUN,2020-01-27 11:37:40,2020,1,MAR,8
278039,1885424,NY,Vegetable and Melon Farming,1,7/24/2017,7/21/2019,1,0.0,0,0.0,2020-01-27 11:37:40 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:40,2020,1,MAR,70
278070,1879523,KS,"Crop Harvesting, Primarily by Machine",1,5/4/2017,5/2/2019,1,26.27,1,0.0,2020-04-14 00:19:52 EDT,2017,2019,5,5,JUN,JUN,2020-04-14 00:19:52,2020,4,JUN,23
278193,1796843,AR,Potato Farming,51,9/11/2014,9/7/2016,43,14243.4,38,6405.0,2020-03-17 11:54:12 EDT,2014,2016,9,9,SEP,SEP,2020-03-17 11:54:12,2020,3,MAR,12
278199,1887425,MS,Nursery and Tree Production,10,8/6/2017,8/4/2019,4,0.0,0,7807.5,2020-03-17 11:54:15 EDT,2017,2019,8,8,SEP,SEP,2020-03-17 11:54:15,2020,3,MAR,14
278239,1890469,NY,Apiculture,22,12/24/2017,12/23/2019,22,1596.38,16,1388.0,2020-04-14 00:19:53 EDT,2017,2019,12,12,DEC,DEC,2020-04-14 00:19:53,2020,4,JUN,69
278296,1829669,GA,Farm Labor Contractors and Crew Leaders,282,3/25/2017,8/7/2017,281,0.0,0,109825.5,2020-03-17 11:54:13 EDT,2017,2017,3,8,MAR,SEP,2020-03-17 11:54:13,2020,3,MAR,38
278303,1830777,ID,Sheep Farming,41,8/17/2015,8/16/2017,38,8387.73,14,12105.0,2020-03-17 11:54:13 EDT,2015,2017,8,8,SEP,SEP,2020-03-17 11:54:13,2020,3,MAR,4
278312,1888402,VA,Nursery and Tree Production,2,8/2/2017,7/30/2019,2,0.0,0,0.0,2020-03-17 11:54:15 EDT,2017,2019,8,7,SEP,SEP,2020-03-17 11:54:15,2020,3,MAR,20
278361,1884861,NY,Apple Orchards,1,8/16/2017,8/13/2019,1,0.0,0,0.0,2020-01-27 11:37:40 EST,2017,2019,8,8,SEP,SEP,2020-01-27 11:37:40,2020,1,MAR,70
278364,1884877,NY,Apple Orchards,3,7/30/2017,7/27/2019,3,55.86,2,0.0,2020-01-27 11:37:40 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:40,2020,1,MAR,70
278366,1884879,NY,Apple Orchards,3,12/13/2018,7/19/2019,3,73.56,2,0.0,2020-01-27 11:37:40 EST,2018,2019,12,7,DEC,SEP,2020-01-27 11:37:40,2020,1,MAR,70
278399,1875804,TX,"Greenhouse, Nursery, and Floriculture Production",17,9/5/2017,6/30/2019,17,27289.81,15,2429.0,2020-04-14 00:19:51 EDT,2017,2019,9,6,SEP,JUN,2020-04-14 00:19:51,2020,4,JUN,120
278400,1875822,HI,Sheep Farming,4,10/1/2016,3/5/2019,4,0.0,0,3002.2,2020-04-14 00:19:51 EDT,2016,2019,10,3,DEC,MAR,2020-04-14 00:19:51,2020,4,JUN,10
278405,1876011,HI,All Other Miscellaneous Crop Farming,19,3/16/2017,3/15/2019,13,11878.42,7,10930.5,2020-04-14 00:19:51 EDT,2017,2019,3,3,MAR,MAR,2020-04-14 00:19:51,2020,4,JUN,10
278413,1854055,MS,Potato Farming,8,3/21/2017,5/18/2018,8,1541.43,6,1541.43,2020-03-17 11:54:13 EDT,2017,2018,3,5,MAR,JUN,2020-03-17 11:54:13,2020,3,MAR,14
278458,1868798,LA,Beef Cattle Ranching and Farming,6,2/1/2016,11/15/2018,6,0.0,0,6246.0,2020-01-27 11:37:36 EST,2016,2018,2,11,MAR,DEC,2020-01-27 11:37:36,2020,1,MAR,14
278462,1868876,SC,Potato Farming,2,10/15/2018,11/26/2018,2,0.0,0,4858.0,2020-01-27 11:37:36 EST,2018,2018,10,11,DEC,DEC,2020-01-27 11:37:36,2020,1,MAR,16
278474,1875002,FL,Farm Labor Contractors and Crew Leaders,15,11/25/2017,2/2/2019,15,11460.05,14,867.5,2020-01-27 11:37:37 EST,2017,2019,11,2,DEC,MAR,2020-01-27 11:37:37,2020,1,MAR,74
278530,1859499,FL,Corn Farming,2,7/5/2018,8/10/2018,2,0.0,0,2776.0,2020-01-27 11:37:35 EST,2018,2018,7,8,SEP,SEP,2020-01-27 11:37:35,2020,1,MAR,74
278534,1859553,MD,Vegetable and Melon Farming,68,4/1/2016,9/11/2018,67,82757.06,33,40100.4,2020-01-27 11:37:35 EST,2016,2018,4,9,JUN,SEP,2020-01-27 11:37:35,2020,1,MAR,13
278539,1859636,CA,Grape Vineyards,2,4/10/2018,7/23/2018,2,619.46,1,10150.2,2020-01-27 11:37:35 EST,2018,2018,4,7,JUN,SEP,2020-01-27 11:37:35,2020,1,MAR,121
278547,1859793,FL,Farm Labor Contractors and Crew Leaders,32,7/16/2018,8/10/2018,32,0.0,0,520.5,2020-01-27 11:37:35 EST,2018,2018,7,8,SEP,SEP,2020-01-27 11:37:35,2020,1,MAR,74
278599,1888398,VA,Nursery and Tree Production,1,7/30/2017,7/27/2019,1,0.0,0,0.0,2020-01-27 11:37:41 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:41,2020,1,MAR,20
278600,1888400,VA,Nursery and Tree Production,1,7/31/2017,7/28/2019,1,0.0,0,0.0,2020-01-27 11:37:41 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:41,2020,1,MAR,20
278653,1866406,TX,All Other Animal Production,4,2/6/2017,10/26/2018,4,0.0,0,3123.0,2020-03-17 11:54:13 EDT,2017,2018,2,10,MAR,DEC,2020-03-17 11:54:13,2020,3,MAR,123
278661,1867028,LA,Strawberry Farming,1,1/12/2018,10/29/2018,1,0.0,0,780.75,2020-03-17 11:54:13 EDT,2018,2018,1,10,MAR,DEC,2020-03-17 11:54:13,2020,3,MAR,14
278754,1801937,KY,Landscaping Services,97,1/1/2009,12/31/2017,78,174704.92,17,25000.0,2020-03-17 11:54:12 EDT,2009,2017,1,12,MAR,DEC,2020-03-17 11:54:12,2020,3,MAR,10
278756,1802249,UT,Dairy Cattle and Milk Production,7,11/1/2014,11/5/2016,6,22795.42,6,6300.0,2020-03-17 11:54:12 EDT,2014,2016,11,11,DEC,DEC,2020-03-17 11:54:12,2020,3,MAR,9
278775,1872292,FL,Support Activities for Animal Production,7,1/1/2019,5/18/2019,6,1000.0,1,4337.5,2020-03-17 11:54:13 EDT,2019,2019,1,5,MAR,JUN,2020-03-17 11:54:13,2020,3,MAR,74
278862,1832318,SD,Beef Cattle Ranching and Farming,15,4/11/2017,9/11/2017,15,17634.97,7,12839.0,2020-03-17 11:54:13 EDT,2017,2017,4,9,JUN,SEP,2020-03-17 11:54:13,2020,3,MAR,4
278900,1891597,NC,Potato Farming,3,8/22/2019,9/9/2019,2,0.0,0,1623.03,2020-03-17 11:54:15 EDT,2019,2019,8,9,SEP,SEP,2020-03-17 11:54:15,2020,3,MAR,29
278901,1891600,NC,Potato Farming,1,5/8/2019,9/10/2019,1,0.0,0,0.0,2020-03-17 11:54:15 EDT,2019,2019,5,9,JUN,SEP,2020-03-17 11:54:15,2020,3,MAR,29
278936,1887550,VA,Corn Farming,2,7/24/2017,7/23/2019,1,0.0,0,0.0,2020-01-27 11:37:41 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:41,2020,1,MAR,20
278938,1887553,VA,All Other Miscellaneous Crop Farming,1,7/24/2017,7/23/2019,1,0.0,0,0.0,2020-01-27 11:37:41 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:41,2020,1,MAR,20
278959,1891250,SD,Apiculture,42,3/15/2018,9/9/2019,42,404826.92,36,61939.5,2020-04-14 00:19:53 EDT,2018,2019,3,9,MAR,SEP,2020-04-14 00:19:53,2020,4,JUN,4
278993,1856806,MO,Nursery and Tree Production,12,7/4/2016,7/1/2018,12,2880.51,8,3470.0,2020-03-17 11:54:13 EDT,2016,2018,7,7,SEP,SEP,2020-03-17 11:54:13,2020,3,MAR,18
279070,1879179,KS,Cattle Feedlots,25,4/9/2017,4/6/2019,25,823.8,11,3470.0,2020-01-27 11:37:38 EST,2017,2019,4,4,JUN,JUN,2020-01-27 11:37:38,2020,1,MAR,23
279248,1880522,NY,All Other Miscellaneous Crop Farming,2,3/13/2018,6/20/2019,2,0.0,0,3123.0,2020-03-17 11:54:14 EDT,2018,2019,3,6,MAR,JUN,2020-03-17 11:54:14,2020,3,MAR,70
279321,1610797,KY,Horses and Other Equine Production,51,9/28/2009,9/27/2011,41,18900.0,2,152050.0,2020-04-14 00:19:49 EDT,2009,2011,9,9,SEP,SEP,2020-04-14 00:19:49,2020,4,JUN,10
279327,1649438,NV,Sheep Farming,27,3/15/2010,3/15/2012,27,0.0,0,7350.0,2020-04-14 00:19:49 EDT,2010,2012,3,3,MAR,MAR,2020-04-14 00:19:49,2020,4,JUN,15
279330,1672892,ID,Employment Placement Agencies,13,5/18/2010,5/16/2012,13,0.0,0,21692.28,2020-04-14 00:19:49 EDT,2010,2012,5,5,JUN,JUN,2020-04-14 00:19:49,2020,4,JUN,4
279347,1882042,FL,Farm Labor Contractors and Crew Leaders,1,4/19/2019,5/15/2019,1,0.0,0,1041.0,2020-03-17 11:54:14 EDT,2019,2019,4,5,JUN,JUN,2020-03-17 11:54:14,2020,3,MAR,74
279351,1882116,PA,All Other Miscellaneous Crop Farming,18,5/27/2017,5/18/2019,15,10483.05,9,5031.5,2020-03-17 11:54:14 EDT,2017,2019,5,5,JUN,JUN,2020-03-17 11:54:14,2020,3,MAR,50
279430,1794026,MS,Other Vegetable (except Potato) and Melon Farming,25,2/6/2015,6/10/2016,14,348.0,10,17194.8,2020-04-14 00:19:50 EDT,2015,2016,2,6,MAR,JUN,2020-04-14 00:19:50,2020,4,JUN,14
279440,1796867,AR,Other Vegetable (except Potato) and Melon Farming,1,9/16/2014,9/15/2016,1,0.0,0,4500.0,2020-04-14 00:19:50 EDT,2014,2016,9,9,SEP,SEP,2020-04-14 00:19:50,2020,4,JUN,12
279441,1796876,AR,Finfish Farming and Fish Hatcheries,11,7/28/2014,7/27/2016,11,6088.81,8,3300.0,2020-04-14 00:19:50 EDT,2014,2016,7,7,SEP,SEP,2020-04-14 00:19:50,2020,4,JUN,12
279470,1883735,CA,Strawberry Farming,3,3/19/2019,6/9/2019,3,0.0,0,4544.4,2020-03-17 11:54:14 EDT,2019,2019,3,6,MAR,JUN,2020-03-17 11:54:14,2020,3,MAR,121
279472,1883737,CA,Farm Labor Contractors and Crew Leaders,114,4/10/2019,6/3/2019,113,19093.34,51,11451.0,2020-03-17 11:54:14 EDT,2019,2019,4,6,JUN,JUN,2020-03-17 11:54:14,2020,3,MAR,121
279506,1885038,SC,Other Vegetable (except Potato) and Melon Farming,2,3/31/2018,6/24/2019,2,0.0,0,17326.8,2020-04-14 00:19:52 EDT,2018,2019,3,6,MAR,JUN,2020-04-14 00:19:52,2020,4,JUN,14
279558,1878308,MS,Cotton Farming,9,4/20/2017,4/19/2019,9,3329.15,5,11711.25,2020-03-17 11:54:14 EDT,2017,2019,4,4,JUN,JUN,2020-03-17 11:54:14,2020,3,MAR,14
279560,1878314,MS,Corn Farming,4,1/30/2017,4/12/2019,4,0.0,0,12665.5,2020-03-17 11:54:14 EDT,2017,2019,1,4,MAR,JUN,2020-03-17 11:54:14,2020,3,MAR,14
279562,1878336,MI,Nursery and Floriculture Production,43,3/1/2017,5/30/2019,12,3941.14,10,1041.0,2020-03-17 11:54:14 EDT,2017,2019,3,5,MAR,JUN,2020-03-17 11:54:14,2020,3,MAR,32
279679,1875788,FL,Farm Labor Contractors and Crew Leaders,21,2/9/2018,3/15/2019,21,3730.5,20,1214.5,2020-01-27 11:37:37 EST,2018,2019,2,3,MAR,MAR,2020-01-27 11:37:37,2020,1,MAR,74
279684,1879521,NH,Floriculture Production,15,2/24/2017,4/24/2019,15,6017.19,10,3817.0,2020-01-27 11:37:38 EST,2017,2019,2,4,MAR,JUN,2020-01-27 11:37:38,2020,1,MAR,7
279696,1876247,FL,All Other Miscellaneous Crop Farming,1,12/10/2018,2/26/2019,1,0.0,0,867.5,2020-01-27 11:37:37 EST,2018,2019,12,2,DEC,MAR,2020-01-27 11:37:37,2020,1,MAR,74
279700,1876266,FL,Farm Labor Contractors and Crew Leaders,1,11/15/2018,3/7/2019,1,0.0,0,2429.0,2020-01-27 11:37:37 EST,2018,2019,11,3,DEC,MAR,2020-01-27 11:37:37,2020,1,MAR,74
279701,1876267,FL,Farm Labor Contractors and Crew Leaders,2,11/26/2017,3/2/2019,2,0.0,0,1041.0,2020-01-27 11:37:37 EST,2017,2019,11,3,DEC,MAR,2020-01-27 11:37:37,2020,1,MAR,74
279715,1876340,LA,Shellfish Farming,3,3/12/2017,3/11/2019,2,0.0,0,1561.5,2020-01-27 11:37:37 EST,2017,2019,3,3,MAR,MAR,2020-01-27 11:37:37,2020,1,MAR,14
279723,1879878,PA,All Other Miscellaneous Crop Farming,2,4/30/2017,4/29/2019,2,0.0,0,0.0,2020-01-27 11:37:38 EST,2017,2019,4,4,JUN,JUN,2020-01-27 11:37:38,2020,1,MAR,50
279724,1879880,PA,Other Food Crops Grown Under Cover,1,7/19/2017,7/18/2019,1,0.0,0,1041.0,2020-01-27 11:37:38 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:38,2020,1,MAR,50
279725,1879884,PA,Nursery and Tree Production,1,8/1/2017,7/31/2019,1,0.0,0,0.0,2020-01-27 11:37:38 EST,2017,2019,8,7,SEP,SEP,2020-01-27 11:37:38,2020,1,MAR,50
279739,1876583,FL,Orange Groves,18,11/18/2017,3/3/2019,18,6945.6,15,2429.0,2020-01-27 11:37:37 EST,2017,2019,11,3,DEC,MAR,2020-01-27 11:37:37,2020,1,MAR,74
279740,1876585,FL,Farm Labor Contractors and Crew Leaders,1,11/19/2018,3/1/2019,1,0.0,0,2082.0,2020-01-27 11:37:37 EST,2018,2019,11,3,DEC,MAR,2020-01-27 11:37:37,2020,1,MAR,74
279804,1878106,TN,Farm Labor Contractors and Crew Leaders,1,3/22/2018,3/21/2019,1,0.0,0,694.0,2020-04-14 00:19:51 EDT,2018,2019,3,3,MAR,MAR,2020-04-14 00:19:51,2020,4,JUN,15
279805,1878123,TX,Shellfish Farming,3,4/8/2017,3/30/2019,2,0.0,0,2082.0,2020-04-14 00:19:51 EDT,2017,2019,4,3,JUN,MAR,2020-04-14 00:19:51,2020,4,JUN,120
279825,1886028,GA,Other Vegetable (except Potato) and Melon Farming,2,1/1/2019,7/16/2019,2,0.0,0,0.0,2020-03-17 11:54:14 EDT,2019,2019,1,7,MAR,SEP,2020-03-17 11:54:14,2020,3,MAR,38
279882,1693844,KY,Other Vegetable (except Potato) and Melon Farming,91,7/15/2012,11/30/2013,76,10062.65,9,18150.0,2020-04-14 00:19:49 EDT,2012,2013,7,11,SEP,DEC,2020-04-14 00:19:49,2020,4,JUN,10
279887,1700346,TN,Other Vegetable (except Potato) and Melon Farming,56,4/10/2012,7/19/2013,45,10724.51,38,32250.0,2020-04-14 00:19:49 EDT,2012,2013,4,7,JUN,SEP,2020-04-14 00:19:49,2020,4,JUN,15
279891,1859627,FL,Farm Management Services,5,7/1/2018,7/23/2018,2,0.0,0,694.0,2020-04-14 00:19:51 EDT,2018,2018,7,7,SEP,SEP,2020-04-14 00:19:51,2020,4,JUN,74
279898,1860562,AR,All Other Crop Farming,3,9/6/2016,9/5/2018,3,0.0,0,1766.0,2020-04-14 00:19:51 EDT,2016,2018,9,9,SEP,SEP,2020-04-14 00:19:51,2020,4,JUN,12
279932,1886968,NY,Vegetable and Melon Farming,1,7/14/2017,7/12/2019,1,0.0,0,0.0,2020-03-17 11:54:15 EDT,2017,2019,7,7,SEP,SEP,2020-03-17 11:54:15,2020,3,MAR,70
279934,1886988,NC,Vegetable and Melon Farming,2,1/1/2019,7/15/2019,2,0.0,0,520.5,2020-03-17 11:54:15 EDT,2019,2019,1,7,MAR,SEP,2020-03-17 11:54:15,2020,3,MAR,29
279946,1887065,NY,Other Vegetable (except Potato) and Melon Farming,6,7/17/2017,7/15/2019,6,405.81,3,867.5,2020-03-17 11:54:15 EDT,2017,2019,7,7,SEP,SEP,2020-03-17 11:54:15,2020,3,MAR,70
279948,1887092,VA,Tobacco Farming,3,7/21/2017,7/11/2019,3,0.0,0,0.0,2020-03-17 11:54:15 EDT,2017,2019,7,7,SEP,SEP,2020-03-17 11:54:15,2020,3,MAR,20
279949,1887095,NC,Regulation of Agricultural Marketing and Commodities,1,9/1/2017,12/31/2018,1,0.0,0,0.0,2020-03-17 11:54:15 EDT,2017,2018,9,12,SEP,DEC,2020-03-17 11:54:15,2020,3,MAR,29
279974,1889938,KS,Wheat Farming,5,8/13/2017,8/10/2019,4,0.0,0,3532.0,2020-04-14 00:19:53 EDT,2017,2019,8,8,SEP,SEP,2020-04-14 00:19:53,2020,4,JUN,23
279991,1797436,AR,Finfish Farming and Fish Hatcheries,6,7/28/2014,7/27/2016,6,6944.63,3,3300.0,2020-04-14 00:19:50 EDT,2014,2016,7,7,SEP,SEP,2020-04-14 00:19:50,2020,4,JUN,12
279993,1797783,VA,Tobacco Farming,4,11/20/2015,7/28/2016,3,0.0,0,10886.6,2020-04-14 00:19:50 EDT,2015,2016,11,7,DEC,SEP,2020-04-14 00:19:50,2020,4,JUN,18
279997,1799458,FL,Farm Labor Contractors and Crew Leaders,98,7/17/2016,9/18/2016,94,38485.71,64,4060.8,2020-04-14 00:19:50 EDT,2016,2016,7,9,SEP,SEP,2020-04-14 00:19:50,2020,4,JUN,74
280019,1868647,OR,All Other Miscellaneous Manufacturing,31,1/1/2017,12/20/2018,5,0.0,0,3470.0,2020-04-14 00:19:51 EDT,2017,2018,1,12,MAR,DEC,2020-04-14 00:19:51,2020,4,JUN,6
280082,1885453,CA,Other Vegetable (except Potato) and Melon Farming,60,7/16/2017,7/15/2019,57,11769.14,44,13533.0,2020-04-14 00:19:52 EDT,2017,2019,7,7,SEP,SEP,2020-04-14 00:19:52,2020,4,JUN,118
280109,1826226,NC,Farm Labor Contractors and Crew Leaders,218,4/23/2017,8/28/2017,218,58458.26,200,17309.52,2020-04-14 00:19:50 EDT,2017,2017,4,8,JUN,SEP,2020-04-14 00:19:50,2020,4,JUN,30
280114,1826751,TN,All Other Miscellaneous Crop Farming,358,7/30/2015,10/7/2017,358,15763.03,257,9795.6,2020-04-14 00:19:50 EDT,2015,2017,7,10,SEP,DEC,2020-04-14 00:19:50,2020,4,JUN,15
280117,1826862,WI,Nursery and Tree Production,5,5/1/2017,12/31/2017,4,0.0,0,11798.0,2020-04-14 00:19:50 EDT,2017,2017,5,12,JUN,DEC,2020-04-14 00:19:50,2020,4,JUN,8
280154,1885028,FL,All Other Miscellaneous Crop Farming,7,6/21/2017,6/20/2019,7,0.0,0,10930.5,2020-03-17 11:54:14 EDT,2017,2019,6,6,JUN,JUN,2020-03-17 11:54:14,2020,3,MAR,74
280177,1887029,NY,Other Vegetable (except Potato) and Melon Farming,1,8/10/2017,8/9/2019,1,0.0,0,3470.0,2020-04-14 00:19:52 EDT,2017,2019,8,8,SEP,SEP,2020-04-14 00:19:52,2020,4,JUN,69
280178,1887035,NY,Other Noncitrus Fruit Farming,5,11/1/2017,10/31/2019,5,5810.57,4,2919.5,2020-04-14 00:19:52 EDT,2017,2019,11,10,DEC,DEC,2020-04-14 00:19:52,2020,4,JUN,69
280182,1887107,WA,Noncitrus Fruit and Tree Nut Farming,3,2/1/2019,10/1/2019,3,0.0,0,2472.4,2020-04-14 00:19:52 EDT,2019,2019,2,10,MAR,DEC,2020-04-14 00:19:52,2020,4,JUN,17
280275,1881932,FL,Farm Labor Contractors and Crew Leaders,51,4/10/2019,5/30/2019,51,3537.8,48,2429.0,2020-01-27 11:37:39 EST,2019,2019,4,5,JUN,JUN,2020-01-27 11:37:39,2020,1,MAR,74
280277,1881934,FL,Farm Labor Contractors and Crew Leaders,1,5/7/2018,6/5/2019,1,0.0,0,867.5,2020-01-27 11:37:39 EST,2018,2019,5,6,JUN,JUN,2020-01-27 11:37:39,2020,1,MAR,74
280291,1879950,PA,Corn Farming,2,5/28/2017,5/27/2019,1,0.0,0,0.0,2020-01-27 11:37:38 EST,2017,2019,5,5,JUN,JUN,2020-01-27 11:37:38,2020,1,MAR,50
280359,1878298,GA,All Other Miscellaneous Crop Farming,7,11/11/2017,4/18/2019,7,754.66,2,12715.2,2020-04-14 00:19:51 EDT,2017,2019,11,4,DEC,JUN,2020-04-14 00:19:51,2020,4,JUN,36
280429,1888793,ID,Corn Farming,13,7/31/2017,7/30/2019,4,0.0,0,2342.25,2020-04-14 00:19:53 EDT,2017,2019,7,7,SEP,SEP,2020-04-14 00:19:53,2020,4,JUN,4
280463,1861771,NV,Other Vegetable (except Potato) and Melon Farming,55,5/16/2017,5/15/2019,55,2237.85,45,14747.5,2020-04-14 00:19:51 EDT,2017,2019,5,5,JUN,JUN,2020-04-14 00:19:51,2020,4,JUN,15
280464,1861773,NV,Other Vegetable (except Potato) and Melon Farming,63,8/12/2017,11/1/2018,46,10692.75,20,11624.5,2020-04-14 00:19:51 EDT,2017,2018,8,11,SEP,DEC,2020-04-14 00:19:51,2020,4,JUN,15
280482,1758064,NV,Sheep Farming,12,7/22/2013,7/21/2015,12,1934.65,5,0.0,2020-03-17 11:54:12 EDT,2013,2015,7,7,SEP,SEP,2020-03-17 11:54:12,2020,3,MAR,15
280483,1758584,AR,All Other Miscellaneous Crop Farming,2,9/1/2013,8/30/2015,2,0.0,0,2250.0,2020-03-17 11:54:12 EDT,2013,2015,9,8,SEP,SEP,2020-03-17 11:54:12,2020,3,MAR,12
280484,1758880,UT,Sheep Farming,1,2/1/2011,1/30/2013,1,0.0,0,1200.0,2020-03-17 11:54:12 EDT,2011,2013,2,1,MAR,MAR,2020-03-17 11:54:12,2020,3,MAR,9
280493,1770453,UT,Business Associations,4,3/14/2014,10/3/2015,4,0.0,0,4500.0,2020-03-17 11:54:12 EDT,2014,2015,3,10,MAR,DEC,2020-03-17 11:54:12,2020,3,MAR,9
280546,1890161,ID,Potato Farming,3,8/21/2017,8/20/2019,2,0.0,0,2295.8,2020-04-14 00:19:53 EDT,2017,2019,8,8,SEP,SEP,2020-04-14 00:19:53,2020,4,JUN,4
280567,1886540,VA,Tobacco Farming,1,7/12/2017,7/10/2019,1,0.0,0,0.0,2020-01-27 11:37:41 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:41,2020,1,MAR,20
280571,1886548,VA,Tobacco Farming,2,7/20/2017,7/10/2019,2,0.0,0,0.0,2020-01-27 11:37:41 EST,2017,2019,7,7,SEP,SEP,2020-01-27 11:37:41,2020,1,MAR,20
280664,1884713,KY,Tobacco Farming,2,6/19/2017,6/18/2019,2,0.0,0,0.0,2020-01-27 11:37:40 EST,2017,2019,6,6,JUN,JUN,2020-01-27 11:37:40,2020,1,MAR,10
